81 81
1 1
79 79
0 0
0 1
0 2
0 3
0 4
0 5
0 6
0 7
0 8
0 9
0 10
0 11
0 12
0 13
0 14
0 15
0 16
0 17
0 18
0 19
0 20
0 21
0 22
0 23
0 24
0 25
0 26
0 27
0 28
0 29
0 30
0 31
0 32
0 33
0 34
0 35
0 36
0 37
0 38
0 39
0 40
0 41
0 42
0 43
0 44
0 45
0 46
0 47
0 48
0 49
0 50
0 51
0 52
0 53
0 54
0 55
0 56
0 57
0 58
0 59
0 60
0 61
0 62
0 63
0 64
0 65
0 66
0 67
0 68
0 69
0 70
0 71
0 72
0 73
0 74
0 75
0 76
0 77
0 78
0 79
0 80
1 0
1 8
1 10
1 16
1 22
1 24
1 34
1 40
1 52
1 56
1 64
1 70
1 80
2 0
2 2
2 3
2 4
2 5
2 6
2 7
2 8
2 10
2 12
2 14
2 16
2 18
2 19
2 20
2 22
2 24
2 26
2 28
2 29
2 30
2 31
2 32
2 33
2 34
2 36
2 37
2 38
2 40
2 41
2 42
2 43
2 44
2 45
2 46
2 48
2 49
2 50
2 52
2 54
2 55
2 56
2 58
2 59
2 60
2 61
2 62
2 64
2 65
2 66
2 67
2 68
2 70
2 72
2 73
2 74
2 76
2 77
2 78
2 80
3 0
3 6
3 10
3 12
3 14
3 16
3 20
3 22
3 26
3 28
3 34
3 38
3 42
3 46
3 48
3 52
3 56
3 62
3 68
3 70
3 72
3 74
3 76
3 80
4 0
4 2
4 3
4 4
4 6
4 8
4 10
4 12
4 14
4 16
4 17
4 18
4 20
4 22
4 23
4 24
4 25
4 26
4 28
4 29
4 30
4 31
4 32
4 34
4 35
4 36
4 38
4 39
4 40
4 42
4 44
4 46
4 48
4 50
4 51
4 52
4 54
4 56
4 57
4 58
4 59
4 60
4 62
4 63
4 64
4 65
4 66
4 68
4 70
4 72
4 74
4 76
4 77
4 78
4 80
5 0
5 2
5 6
5 8
5 12
5 14
5 20
5 28
5 32
5 36
5 40
5 44
5 48
5 50
5 54
5 56
5 64
5 68
5 70
5 74
5 78
5 80
6 0
6 2
6 4
6 5
6 6
6 7
6 8
6 9
6 10
6 12
6 14
6 15
6 16
6 17
6 18
6 19
6 20
6 21
6 22
6 23
6 24
6 25
6 26
6 28
6 30
6 32
6 33
6 34
6 36
6 37
6 38
6 40
6 41
6 42
6 43
6 44
6 45
6 46
6 47
6 48
6 50
6 51
6 52
6 54
6 56
6 58
6 59
6 60
6 62
6 63
6 64
6 66
6 67
6 68
6 70
6 71
6 72
6 74
6 75
